DB	ID	ID_REPET	TE_LEN	FAMILY	CHR	START	END	STRAND	LEN_DIFF	INTERSECT	INTERACT	TYPE_INTERACT	NMERGE
REPET	ISO1_1584_LARD	.	1098	LARD	X	9919277	9920375	+	-1	0	0	-	0
REPET	ISO1_1585_INE-1	.	123	INE-1	X	9920942	9921065	-	-1	0	0	-	0
FLYBASE	FBti0063336	.	63	INE-1	X	9928138	9928201	-	-1	0	0	-	0
REPET	ISO1_1586_LARD	.	443	LARD	X	9941524	9941967	+	-1	0	0	-	0
REPET	ISO1_1587_LARD	.	1170	LARD	X	9955850	9957020	-	-1	0	0	-	0
REPET	ISO1_1588_LARD	.	441	LARD	X	9971318	9971759	+	-1	0	0	-	0
REPET	ISO1_1589_LARD	.	738	LARD	X	9983790	9984528	+	-1	0	0	-	0
REPET	ISO1_1590_LARD	.	1394	LARD	X	10006998	10008392	-	-1	0	0	-	0
REPET	ISO1_1591_LARD	.	857	LARD	X	10048607	10049464	+	-1	0	0	-	0
BOTH	FBti0019612	ISO1_1592_297	5874	297	X	10095218	10101092	+	6	5874	1	N	0
REPET	ISO1_1593_LARD	.	1697	LARD	X	10101732	10103429	+	-1	0	0	-	0
BOTH	FBti0019613	ISO1_1594_1360	1005	1360	X	10101814	10102819	-	4	1005	2	N	1
REPET	ISO1_1595_LARD	.	1328	LARD	X	10120284	10121612	+	-1	0	0	-	0
BOTH	FBti0019614	ISO1_1596_412	7440	412	X	10138270	10145710	+	0	7440	1	N	0
REPET	ISO1_1597_LARD	.	1092	LARD	X	10155877	10156969	+	-1	0	0	-	0
REPET	ISO1_1598_LARD	.	146	LARD	X	10166389	10166535	-	-1	0	0	-	0
REPET	ISO1_1599_LARD	.	721	LARD	X	10239920	10240641	-	-1	0	0	-	0
REPET	ISO1_1600_LARD	.	1111	LARD	X	10261674	10262785	+	-1	0	0	-	0
BOTH	FBti0019615	ISO1_1601_roo	9091	roo	X	10267358	10276449	-	1	9091	1	N	0
REPET	ISO1_1602_LARD	.	623	LARD	X	10291817	10292440	-	-1	0	0	-	0
REPET	ISO1_1603_LARD	.	1049	LARD	X	10302177	10303226	+	-1	0	0	-	0
BOTH	FBti0063385	ISO1_1604_INE-1	131	INE-1	X	10326238	10326369	+	42	131	1	N	0
REPET	ISO1_1605_LARD	.	1026	LARD	X	10339936	10340962	-	-1	0	0	-	0
BOTH	FBti0019616	ISO1_1606_gypsy1	7509	gypsy1	X	10348854	10356363	+	5	7509	1	N	0
REPET	ISO1_1607_LARD	.	1954	LARD	X	10394924	10396878	+	-1	0	0	-	0
REPET	ISO1_1608_LARD	.	1744	LARD	X	10416749	10418493	-	-1	0	0	-	0
REPET	ISO1_1609_LARD	.	341	LARD	X	10439101	10439442	+	-1	0	0	-	0
BOTH	FBti0063412	ISO1_1610_INE-1	224	INE-1	X	10445598	10445822	-	98	224	1	N	0
REPET	ISO1_1611_LARD	.	637	LARD	X	10488686	10489323	-	-1	0	0	-	0
BOTH	FBti0019617	ISO1_1612_297	6995	297	X	10525126	10532121	+	6	6995	1	N	0
BOTH	FBti0019618	ISO1_1613_H	1405	H	X	10550911	10552316	+	5	1405	1	N	0
REPET	ISO1_1614_LARD	.	357	LARD	X	10552829	10553186	+	-1	0	0	-	0
REPET	ISO1_1615_LARD	.	501	LARD	X	10589980	10590481	-	-1	0	0	-	0
REPET	ISO1_1616_LARD	.	206	LARD	X	10606222	10606428	-	-1	0	0	-	0
REPET	ISO1_1617_LARD	.	505	LARD	X	10621855	10622360	+	-1	0	0	-	0
REPET	ISO1_1618_LARD	.	555	LARD	X	10623315	10623870	+	-1	0	0	-	0
REPET	ISO1_1619_LARD	.	406	LARD	X	10645135	10645541	-	-1	0	0	-	0
REPET	ISO1_1620_LARD	.	572	LARD	X	10661913	10662485	+	-1	0	0	-	0
REPET	ISO1_1621_LARD	.	328	LARD	X	10670762	10671090	-	-1	0	0	-	0
BOTH	FBti0019619	ISO1_1622_roo	5078	roo	X	10686106	10691184	-	15	5078	1	N	0
FLYBASE	FBti0063901	.	37	Tirant	X	10772720	10772757	-	-1	0	0	-	0
REPET	ISO1_1623_LARD	.	327	LARD	X	10787460	10787787	+	-1	0	0	-	0
REPET	ISO1_1624_LARD	.	1084	LARD	X	10830306	10831390	-	-1	0	0	-	0
REPET	ISO1_1625_LARD	.	450	LARD	X	10861182	10861632	-	-1	0	0	-	0
REPET	ISO1_1626_LARD	.	1055	LARD	X	10918715	10919770	-	-1	0	0	-	0
REPET	ISO1_1627_LARD	.	410	LARD	X	10930155	10930565	-	-1	0	0	-	0
FLYBASE	FBti0063906	.	66	INE-1	X	10939862	10939928	+	-1	0	0	-	0
REPET	ISO1_1628_LARD	.	3731	LARD	X	10949308	10953039	+	-1	0	0	-	0
REPET	ISO1_1629_LARD	.	797	LARD	X	10971327	10972124	+	-1	0	0	-	0
REPET	ISO1_1630_LARD	.	1485	LARD	X	10989907	10991392	-	-1	0	0	-	0
REPET	ISO1_1631_LARD	.	118	LARD	X	10998480	10998598	+	-1	0	0	-	0
REPET	ISO1_1632_LARD	.	319	LARD	X	11023147	11023466	+	-1	0	0	-	0
REPET	ISO1_1633_LARD	.	836	LARD	X	11040482	11041318	+	-1	0	0	-	0
REPET	ISO1_1634_LARD	.	632	LARD	X	11065268	11065900	-	-1	0	0	-	0
BOTH	FBti0019620	ISO1_1635_HMS-Beagle	7044	HMS-Beagle	X	11096053	11103097	+	13	7044	1	N	0
REPET	ISO1_1636_LARD	.	927	LARD	X	11105535	11106462	+	-1	0	0	-	0
FLYBASE	FBti0063943	.	45	INE-1	X	11154163	11154208	+	-1	0	0	-	0
REPET	ISO1_1637_LARD	.	772	LARD	X	11177641	11178413	-	-1	0	0	-	0
BOTH	FBti0019621	ISO1_1638_Blastopia	5018	Blastopia	X	11184306	11189324	-	0	5018	1	N	0
BOTH	FBti0019622	ISO1_1639_gypsy5	7363	gypsy5	X	11194484	11201847	-	10	7363	1	N	0
REPET	ISO1_1640_LARD	.	367	LARD	X	11208628	11208995	+	-1	0	0	-	0
REPET	ISO1_1641_Stalker2	.	156	Stalker2	X	11219355	11219511	-	-1	0	0	-	0
REPET	ISO1_1642_LARD	.	703	LARD	X	11230558	11231261	+	-1	0	0	-	0
BOTH	FBti0019623	ISO1_1643_297	413	297	X	11240552	11240965	+	0	413	1	N	0
REPET	ISO1_1644_LARD	.	1440	LARD	X	11248907	11250347	+	-1	0	0	-	0
BOTH	FBti0019624	ISO1_1645_hopper	1434	hopper	X	11268618	11270052	+	0	1434	1	N	0
REPET	ISO1_1646_LARD	.	2170	LARD	X	11271275	11273445	-	-1	0	0	-	0
REPET	ISO1_1647_LARD	.	728	LARD	X	11309672	11310400	+	-1	0	0	-	0
BOTH	FBti0019625	ISO1_1648_Stalker2	7288	Stalker2	X	11312119	11319407	-	0	7288	1	N	0
REPET	ISO1_1649_Kepler	.	216	Kepler	X	11354697	11354913	-	-1	0	0	-	0
REPET	ISO1_1650_LARD	.	383	LARD	X	11362545	11362928	+	-1	0	0	-	0
REPET	ISO1_1651_LARD	.	656	LARD	X	11413765	11414421	-	-1	0	0	-	0
REPET	ISO1_1652_LARD	.	328	LARD	X	11474498	11474826	-	-1	0	0	-	0
REPET	ISO1_1653_LARD	.	816	LARD	X	11531824	11532640	+	-1	0	0	-	0
BOTH	FBti0019626	ISO1_1654_Burdock	6412	Burdock	X	11535096	11541508	-	9	6412	1	N	0
REPET	ISO1_1655_LARD	.	1109	LARD	X	11558849	11559958	+	-1	0	0	-	0
BOTH	FBti0019627	ISO1_1656_pogo	185	pogo	X	11571507	11571692	+	1	185	1	N	0
BOTH	FBti0064037	ISO1_1657_Tom1	387	Tom1	X	11605690	11606077	+	0	387	1	N	0
BOTH	FBti0019628	ISO1_1658_297	7012	297	X	11633472	11640484	-	10	6996	1	N	0
REPET	ISO1_1659_FB4	.	3107	FB4	X	11645168	11648275	+	-1	0	0	-	0
REPET	ISO1_1660_LARD	.	705	LARD	X	11654900	11655605	-	-1	0	0	-	0
REPET	ISO1_1661_Invader2	.	196	Invader2	X	11683449	11683645	+	-1	0	0	-	0
REPET	ISO1_1662_LARD	.	353	LARD	X	11705858	11706211	-	-1	0	0	-	0
BOTH	FBti0019630	ISO1_1663_roo	7088	roo	X	11743622	11750710	+	11	7088	1	N	0
REPET	ISO1_1664_LARD	.	721	LARD	X	11757382	11758103	-	-1	0	0	-	0
REPET	ISO1_1665_LARD	.	1833	LARD	X	11780033	11781866	+	-1	0	0	-	0
REPET	ISO1_1666_BS	.	170	BS	X	11795615	11795785	+	-1	0	0	-	0
REPET	ISO1_1667_LARD	.	426	LARD	X	11822495	11822921	-	-1	0	0	-	0
REPET	ISO1_1668_LARD	.	2520	LARD	X	11889223	11891743	-	-1	0	0	-	0
BOTH	FBti0064040	ISO1_1669_INE-1	458	INE-1	X	11905867	11906325	-	0	458	1	N	0
REPET	ISO1_1670_LARD	.	174	LARD	X	11920635	11920809	-	-1	0	0	-	0
REPET	ISO1_1671_LARD	.	686	LARD	X	11989358	11990044	-	-1	0	0	-	0
REPET	ISO1_1672_Stalker2	.	116	Stalker2	X	12043027	12043143	-	-1	0	0	-	0
REPET	ISO1_1673_LARD	.	1344	LARD	X	12046803	12048147	-	-1	0	0	-	0
REPET	ISO1_1674_Kepler	.	113	Kepler	X	12088284	12088397	+	-1	0	0	-	0
REPET	ISO1_1675_LARD	.	736	LARD	X	12093154	12093890	+	-1	0	0	-	0
BOTH	FBti0059914	ISO1_1676_INE-1	50	INE-1	X	12115791	12115841	-	160	50	1	N	0
REPET	ISO1_1677_LARD	.	1418	LARD	X	12124003	12125421	-	-1	0	0	-	0
BOTH	FBti0059925	ISO1_1678_INE-1	262	INE-1	X	12163544	12163806	+	0	262	1	N	0
BOTH	FBti0019631	ISO1_1679_I-element	5369	I-element	X	12168193	12173562	+	6	5369	1	N	0
REPET	ISO1_1680_LARD	.	1668	LARD	X	12187881	12189549	+	-1	0	0	-	0
REPET	ISO1_1681_Tirant	.	104	Tirant	X	12239339	12239443	+	-1	0	0	-	0
BOTH	FBti0059926	ISO1_1682_INE-1	158	INE-1	X	12248981	12249139	-	69	158	1	N	0
REPET	ISO1_1683_LARD	.	669	LARD	X	12289342	12290011	+	-1	0	0	-	0
BOTH	FBti0019632	ISO1_1684_BS2	1240	BS2	X	12302018	12303258	-	8	1240	1	N	0
FLYBASE	FBti0059936	.	37	HeT-A	X	12319830	12319867	-	-1	0	0	-	0
REPET	ISO1_1685_LARD	.	179	LARD	X	12324614	12324793	-	-1	0	0	-	0
REPET	ISO1_1686_LARD	.	2196	LARD	X	12336318	12338514	+	-1	0	0	-	0
REPET	ISO1_1687_LARD	.	1172	LARD	X	12371082	12372254	+	-1	0	0	-	0
BOTH	FBti0019633	ISO1_1688_Blastopia	3844	Blastopia	X	12381926	12385770	-	0	3844	1	N	0
REPET	ISO1_1689_INE-1	.	211	INE-1	X	12424346	12424557	+	-1	0	0	-	0
REPET	ISO1_1690_LARD	.	1044	LARD	X	12437613	12438657	-	-1	0	0	-	0
REPET	ISO1_1691_LARD	.	1211	LARD	X	12493107	12494318	+	-1	0	0	-	0
REPET	ISO1_1692_LARD	.	517	LARD	X	12524570	12525087	+	-1	0	0	-	0
REPET	ISO1_1693_LARD	.	743	LARD	X	12545081	12545824	-	-1	0	0	-	0
REPET	ISO1_1694_Kepler	.	410	Kepler	X	12556410	12556820	+	-1	0	0	-	0
REPET	ISO1_1695_Rt1c	.	100	Rt1c	X	12573815	12573915	-	-1	0	0	-	0
REPET	ISO1_1696_LARD	.	1163	LARD	X	12682908	12684071	-	-1	0	0	-	0
REPET	ISO1_1697_roo	.	1835	roo	X	12685051	12686886	-	-1	0	0	-	0
REPET	ISO1_1698_Stalker2	.	119	Stalker2	X	12718948	12719067	+	-1	0	0	-	0
BOTH	FBti0060433	ISO1_1699_H	260	H	X	12746438	12746698	+	0	260	1	N	0
REPET	ISO1_1700_LARD	.	323	LARD	X	12757365	12757688	-	-1	0	0	-	0
BOTH	FBti0019634	ISO1_1701_1360	646	1360	X	12770914	12771560	+	2	646	1	N	0
REPET	ISO1_1702_LARD	.	3315	LARD	X	12794662	12797977	-	-1	0	0	-	0
FLYBASE	FBti0060010	.	59	INE-1	X	12812090	12812149	+	-1	0	0	-	0
REPET	ISO1_1703_LARD	.	778	LARD	X	12832602	12833380	+	-1	0	0	-	0
REPET	ISO1_1704_Invader3	.	136	Invader3	X	12870988	12871124	+	-1	0	0	-	0
REPET	ISO1_1705_Kepler	.	113	Kepler	X	12913830	12913943	-	-1	0	0	-	0
REPET	ISO1_1706_LARD	.	1095	LARD	X	12928424	12929519	-	-1	0	0	-	0
BOTH	FBti0019635	ISO1_1707_HMS-Beagle	7056	HMS-Beagle	X	12930633	12937689	-	14	7056	1	N	0
REPET	ISO1_1708_NewFam06	.	911	NewFam06	X	12968622	12969533	-	-1	0	0	-	0
REPET	ISO1_1709_LARD	.	805	LARD	X	12998170	12998975	+	-1	0	0	-	0
REPET	ISO1_1710_Ivk	.	104	Ivk	X	13010779	13010883	+	-1	0	0	-	0
REPET	ISO1_1711_LARD	.	1203	LARD	X	13019051	13020254	+	-1	0	0	-	0
REPET	ISO1_1712_LARD	.	750	LARD	X	13056575	13057325	+	-1	0	0	-	0
REPET	ISO1_1713_LARD	.	1043	LARD	X	13113004	13114047	+	-1	0	0	-	0
REPET	ISO1_1714_LARD	.	945	LARD	X	13126546	13127491	-	-1	0	0	-	0
REPET	ISO1_1715_LARD	.	825	LARD	X	13194535	13195360	+	-1	0	0	-	0
REPET	ISO1_1716_LARD	.	782	LARD	X	13241794	13242576	+	-1	0	0	-	0
REPET	ISO1_1717_Kepler	.	316	Kepler	X	13248886	13249202	+	-1	0	0	-	0
FLYBASE	FBti0060459	.	68	TART-A	X	13253946	13254014	+	-1	0	0	-	0
REPET	ISO1_1718_THARE	.	122	THARE	X	13303184	13303306	-	-1	0	0	-	0
REPET	ISO1_1719_LARD	.	478	LARD	X	13333775	13334253	+	-1	0	0	-	0
REPET	ISO1_1720_LARD	.	1837	LARD	X	13360730	13362567	-	-1	0	0	-	0
BOTH	FBti0019045	ISO1_1721_jockey	291	jockey	X	13401544	13401835	+	38	253	1	N	0
REPET	ISO1_1722_LARD	.	880	LARD	X	13423014	13423894	+	-1	0	0	-	0
BOTH	FBti0019046	ISO1_1723_jockey	1087	jockey	X	13429519	13430606	+	38	1049	1	N	0
BOTH	FBti0019047	ISO1_1724_mdg3	5519	mdg3	X	13463700	13469219	+	0	5519	1	N	0
REPET	ISO1_1725_LARD	.	518	LARD	X	13474401	13474919	+	-1	0	0	-	0
REPET	ISO1_1726_LARD	.	712	LARD	X	13530261	13530973	+	-1	0	0	-	0
REPET	ISO1_1727_LARD	.	278	LARD	X	13585330	13585608	+	-1	0	0	-	0
REPET	ISO1_1728_LARD	.	13229	LARD	X	13680673	13693902	-	-1	0	0	-	0
REPET	ISO1_1729_LARD	.	369	LARD	X	13840543	13840912	-	-1	0	0	-	0
REPET	ISO1_1730_Tabor	.	217	Tabor	X	13872204	13872421	-	-1	0	0	-	0
REPET	ISO1_1731_LARD	.	766	LARD	X	13900563	13901329	+	-1	0	0	-	0
BOTH	FBti0019048	ISO1_1732_I-element	3205	I-element	X	13938036	13941241	-	16	3205	1	N	0
REPET	ISO1_1733_Quasimodo2	.	150	Quasimodo2	X	13968849	13968999	+	-1	0	0	-	0
FLYBASE	FBti0061024	.	38	BS	X	13992931	13992969	-	-1	0	0	-	0
BOTH	FBti0060033	ISO1_1735_INE-1	6126	INE-1	X	14001033	14007159	-	5856	5992	2	N	1
BOTH	FBti0019049	ISO1_1734_diver	5964	diver	X	14001118	14007082	+	28	5964	1	N	0
BOTH	FBti0019050	ISO1_1736_Copia	4528	Copia	X	14030806	14035334	+	1	4528	1	N	0
REPET	ISO1_1737_LARD	.	639	LARD	X	14038771	14039410	-	-1	0	0	-	0
BOTH	FBti0061029	ISO1_1738_INE-1	126	INE-1	X	14046408	14046534	+	14	120	1	N	0
REPET	ISO1_1739_gypsy4	.	195	gypsy4	X	14092597	14092792	-	-1	0	0	-	0
BOTH	FBti0019051	ISO1_1740_roo	9092	roo	X	14105078	14114170	+	3	9092	1	N	0
BOTH	FBti0061030	ISO1_1741_INE-1	129	INE-1	X	14124531	14124660	+	3	129	1	N	0
REPET	ISO1_1742_LARD	.	288	LARD	X	14124668	14124956	-	-1	0	0	-	0
BOTH	FBti0019052	ISO1_1743_297	5599	297	X	14157648	14163247	-	6	5599	1	N	0
FLYBASE	FBti0061036	.	27	INE-1	X	14260348	14260375	+	-1	0	0	-	0
BOTH	FBti0019053	ISO1_1744_17-6	6153	17-6	X	14304137	14310290	+	2	6153	1	N	0
FLYBASE	FBti0061037	.	87	INE-1	X	14314321	14314408	+	-1	0	0	-	0
BOTH	FBti0061039	ISO1_1745_INE-1	60	INE-1	X	14317766	14317826	+	230	60	1	N	0
REPET	ISO1_1746_LARD	.	253	LARD	X	14334080	14334333	+	-1	0	0	-	0
REPET	ISO1_1747_LARD	.	759	LARD	X	14350616	14351375	+	-1	0	0	-	0
REPET	ISO1_1748_LARD	.	1392	LARD	X	14387203	14388595	+	-1	0	0	-	0
BOTH	FBti0019054	ISO1_1749_F-element	4697	F-element	X	14416371	14421068	-	2	4695	1	N	0
REPET	ISO1_1750_LARD	.	751	LARD	X	14426725	14427476	+	-1	0	0	-	0
REPET	ISO1_1751_LARD	.	1254	LARD	X	14469372	14470626	+	-1	0	0	-	0
REPET	ISO1_1752_TART-B	.	197	TART-B	X	14473433	14473630	-	-1	0	0	-	0
REPET	ISO1_1753_LARD	.	630	LARD	X	14512484	14513114	-	-1	0	0	-	0
BOTH	FBti0019055	ISO1_1754_Nomad	7603	Nomad	X	14551699	14559302	-	18	7603	1	N	0
REPET	ISO1_1755_LARD	.	646	LARD	X	14565750	14566396	+	-1	0	0	-	0
BOTH	FBti0061060	ISO1_1756_INE-1	234	INE-1	X	14583202	14583436	-	36	234	1	N	0
BOTH	FBti0019056	ISO1_1757_pogo	185	pogo	X	14589730	14589915	+	1	185	1	N	0
REPET	ISO1_1758_LARD	.	1046	LARD	X	14605331	14606377	-	-1	0	0	-	0
BOTH	FBti0019057	ISO1_1759_I-element	5370	I-element	X	14636525	14641895	-	3	5370	1	N	0
REPET	ISO1_1760_LARD	.	309	LARD	X	14660653	14660962	-	-1	0	0	-	0
REPET	ISO1_1761_LARD	.	662	LARD	X	14697112	14697774	+	-1	0	0	-	0
BOTH	FBti0061076	ISO1_1762_INE-1	489	INE-1	X	14719181	14719670	+	7	482	1	N	0
BOTH	FBti0061085	ISO1_1763_INE-1	475	INE-1	X	14766471	14766946	-	47	475	1	N	0
BOTH	FBti0061087	ISO1_1764_INE-1	254	INE-1	X	14770473	14770727	+	41	254	1	N	0
BOTH	FBti0019058	ISO1_1765_Doc	4720	Doc	X	14778097	14782817	-	6	4720	1	N	0
FLYBASE	FBti0061088	.	41	INE-1	X	14784389	14784430	+	-1	0	0	-	0
BOTH	FBti0061103	ISO1_1766_INE-1	202	INE-1	X	14815571	14815773	-	1	201	1	N	0
BOTH	FBti0019059	ISO1_1767_Copia	5145	Copia	X	14818820	14823965	-	4	5145	1	N	0
REPET	ISO1_1768_ZAM	.	123	ZAM	X	14828632	14828755	-	-1	0	0	-	0
REPET	ISO1_1769_LARD	.	254	LARD	X	14884194	14884448	+	-1	0	0	-	0
REPET	ISO1_1770_LARD	.	2111	LARD	X	14914502	14916613	+	-1	0	0	-	0
BOTH	FBti0019060	ISO1_1771_roo	9198	roo	X	14936915	14946113	+	3	9198	1	N	0
FLYBASE	FBti0061102	.	59	jockey	X	14956862	14956921	-	-1	0	0	-	0
BOTH	FBti0061119	ISO1_1772_INE-1	80	INE-1	X	15017993	15018073	-	29	80	1	N	0
BOTH	FBti0061129	ISO1_1773_HB	504	HB	X	15023166	15023670	+	8	504	1	N	0
BOTH	FBti0019061	ISO1_1774_rover	7469	rover	X	15034147	15041616	+	0	7469	1	N	0
BOTH	FBti0019636	ISO1_1775_HB	609	HB	X	15047992	15048601	-	8	609	1	N	0
BOTH	FBti0019062	ISO1_1776_S-element	542	S-element	X	15076823	15077365	+	8	542	1	N	0
REPET	ISO1_1777_LARD	.	207	LARD	X	15146540	15146747	+	-1	0	0	-	0
REPET	ISO1_1778_LARD	.	956	LARD	X	15221327	15222283	-	-1	0	0	-	0
REPET	ISO1_1779_LARD	.	152	LARD	X	15222284	15222436	+	-1	0	0	-	0
BOTH	FBti0019637	ISO1_1780_1360	1106	1360	X	15273761	15274867	-	4	1106	1	N	0
REPET	ISO1_1781_Kepler	.	299	Kepler	X	15326440	15326739	+	-1	0	0	-	0
BOTH	FBti0019063	ISO1_1782_I-element	187	I-element	X	15326740	15326927	+	3	187	1	N	0
BOTH	FBti0061583	ISO1_1783_INE-1	119	INE-1	X	15408775	15408894	+	3	119	1	N	0
BOTH	FBti0019064	ISO1_1784_Doc6	4225	Doc6	X	15413109	15417334	+	13	4224	1	N	0
REPET	ISO1_1785_LARD	.	666	LARD	X	15417517	15418183	-	-1	0	0	-	0
BOTH	FBti0019065	ISO1_1786_pogo	1455	pogo	X	15421974	15423429	-	1	1455	1	N	0
BOTH	FBti0061584	ISO1_1787_INE-1	420	INE-1	X	15433220	15433640	-	0	420	1	N	0
BOTH	FBti0019066	ISO1_1788_rover	375	rover	X	15435727	15436102	+	0	375	1	N	0
BOTH	FBti0061582	ISO1_1789_BS2	336	BS2	X	15481790	15482126	+	10	336	1	N	0
REPET	ISO1_1790_LARD	.	387	LARD	X	15535217	15535604	+	-1	0	0	-	0
BOTH	FBti0061585	ISO1_1791_INE-1	268	INE-1	X	15554736	15555004	-	219	268	1	N	0
BOTH	FBti0061588	ISO1_1792_INE-1	255	INE-1	X	15556355	15556610	-	9	240	1	N	0
BOTH	FBti0061589	ISO1_1793_INE-1	236	INE-1	X	15574666	15574902	-	2	220	1	N	0
BOTH	FBti0061590	ISO1_1794_INE-1	253	INE-1	X	15575923	15576176	-	0	253	1	N	0
REPET	ISO1_1795_LARD	.	607	LARD	X	15597673	15598280	+	-1	0	0	-	0
FLYBASE	FBti0061591	.	66	INE-1	X	15648382	15648448	-	-1	0	0	-	0
BOTH	FBti0061592	ISO1_1796_INE-1	67	INE-1	X	15653364	15653431	-	121	67	1	N	0
BOTH	FBti0061593	ISO1_1797_INE-1	76	INE-1	X	15655636	15655712	-	77	76	1	N	0
BOTH	FBti0061594	ISO1_1798_INE-1	113	INE-1	X	15666656	15666769	-	2	108	1	N	0
REPET	ISO1_1799_INE-1	.	135	INE-1	X	15666788	15666923	+	-1	0	0	-	0
BOTH	FBti0019638	ISO1_1800_jockey2	151	jockey2	X	15746343	15746494	+	22	151	1	N	0
REPET	ISO1_1801_LARD	.	298	LARD	X	15782045	15782343	-	-1	0	0	-	0
REPET	ISO1_1802_Kepler	.	116	Kepler	X	15803209	15803325	-	-1	0	0	-	0
BOTH	FBti0061599	ISO1_1803_INE-1	92	INE-1	X	15835853	15835945	+	1310	92	1	N	0
BOTH	FBti0061604	ISO1_1803_INE-1	225	INE-1	X	15836994	15837219	+	1177	225	1	N	0
BOTH	FBti0061606	ISO1_1804_INE-1	366	INE-1	X	15841253	15841619	+	1	366	1	N	0
BOTH	FBti0060076	ISO1_1805_INE-1	165	INE-1	X	15903202	15903367	+	22	143	1	N	0
FLYBASE	FBti0061615	.	26	S-element	X	15921314	15921340	-	-1	0	0	-	0
BOTH	FBti0061608	ISO1_1806_INE-1	149	INE-1	X	15934026	15934175	+	45	149	1	N	0
FLYBASE	FBti0061622	.	67	INE-1	X	15946642	15946709	-	-1	0	0	-	0
REPET	ISO1_1807_LARD	.	170	LARD	X	15977748	15977918	+	-1	0	0	-	0
REPET	ISO1_1808_LARD	.	346	LARD	X	16066943	16067289	+	-1	0	0	-	0
REPET	ISO1_1809_ZAM	.	107	ZAM	X	16104396	16104503	+	-1	0	0	-	0
FLYBASE	FBti0061623	.	68	INE-1	X	16116218	16116286	+	-1	0	0	-	0
REPET	ISO1_1810_Stalker2	.	102	Stalker2	X	16118889	16118991	-	-1	0	0	-	0
BOTH	FBti0019067	ISO1_1811_roo	8291	roo	X	16222833	16231124	-	0	8291	1	N	0
REPET	ISO1_1812_LARD	.	339	LARD	X	16247304	16247643	+	-1	0	0	-	0
BOTH	FBti0061644	ISO1_1813_INE-1	71	INE-1	X	16255077	16255148	+	810	71	1	N	0
REPET	ISO1_1814_INE-1	.	155	INE-1	X	16262285	16262440	-	-1	0	0	-	0
REPET	ISO1_1815_LARD	.	488	LARD	X	16269417	16269905	-	-1	0	0	-	0
BOTH	FBti0019068	ISO1_1816_roo	9098	roo	X	16340723	16349821	-	0	9098	1	N	0
REPET	ISO1_1817_LARD	.	305	LARD	X	16447142	16447447	+	-1	0	0	-	0
REPET	ISO1_1818_gypsy9	.	138	gypsy9	X	16463479	16463617	-	-1	0	0	-	0
BOTH	FBti0019069	ISO1_1819_mdg3	5519	mdg3	X	16492701	16498220	-	0	5519	1	N	0
REPET	ISO1_1820_Rt1c	.	102	Rt1c	X	16522631	16522733	-	-1	0	0	-	0
FLYBASE	FBti0062258	.	49	Rt1b	X	16522684	16522733	-	-1	49	1	Y	0
FLYBASE	FBti0062259	.	71	Rt1c	X	16522849	16522920	-	-1	0	0	-	0
REPET	ISO1_1821_412	.	113	412	X	16532906	16533019	-	-1	0	0	-	0
REPET	ISO1_1822_LARD	.	154	LARD	X	16535553	16535707	-	-1	0	0	-	0
BOTH	FBti0062240	ISO1_1823_INE-1	495	INE-1	X	16541482	16541977	+	2	495	1	N	0
BOTH	FBti0062241	ISO1_1825_INE-1|ISO1_1824_INE-1	377	INE-1	X	16547765	16548142	+	NA	NA	2	N	2
REPET	ISO1_1826_Kepler	.	118	Kepler	X	16564264	16564382	+	-1	0	0	-	0
FLYBASE	FBti0062261	.	63	jockey2	X	16727049	16727112	+	-1	0	0	-	0
FLYBASE	FBti0062260	.	68	INE-1	X	16838017	16838085	-	-1	0	0	-	0
REPET	ISO1_1827_rover	.	103	rover	X	16838107	16838210	-	-1	0	0	-	0
FLYBASE	FBti0062271	.	46	jockey2	X	16888894	16888940	-	-1	0	0	-	0
BOTH	FBti0019070	ISO1_1828_jockey	339	jockey	X	16936064	16936403	+	4	339	1	N	0
BOTH	FBti0019071	ISO1_1829_pogo	185	pogo	X	17057989	17058174	-	1	185	1	N	0
BOTH	FBti0062283	ISO1_1830_Ninja	159	Ninja	X	17106292	17106451	-	8	159	1	N	0
BOTH	FBti0019072	ISO1_1831_Tirant	5570	Tirant	X	17113804	17119374	-	13	5570	1	N	0
FLYBASE	FBti0062285	.	39	Cr1a	X	17137594	17137633	-	-1	0	0	-	0
FLYBASE	FBti0062279	.	94	BS	X	17143816	17143910	+	-1	0	0	-	0
FLYBASE	FBti0062272	.	93	INE-1	X	17167449	17167542	+	-1	0	0	-	0
BOTH	FBti0019073	ISO1_1832_Blastopia	5028	Blastopia	X	17195259	17200287	-	0	5028	1	N	0
BOTH	FBti0062273	ISO1_1833_INE-1	361	INE-1	X	17231858	17232219	+	3	361	1	N	0
BOTH	FBti0062284	ISO1_1834_G7	157	G7	X	17245916	17246073	+	292	157	1	N	0
BOTH	FBti0062274	ISO1_1835_INE-1	193	INE-1	X	17247492	17247685	-	116	193	1	N	0
BOTH	FBti0019074	ISO1_1836_BS2	215	BS2	X	17262336	17262551	-	0	215	1	N	0
BOTH	FBti0062286	ISO1_1837_INE-1	190	INE-1	X	17280970	17281160	-	224	190	1	N	0
FLYBASE	FBti0062287	.	43	INE-1	X	17283610	17283653	-	-1	0	0	-	0
REPET	ISO1_1838_INE-1	.	248	INE-1	X	17310259	17310507	-	-1	0	0	-	0
